章节,章节名称,命令,命令标题,命令类型,命令格式,响应,响应校正,示例命令,功能描述,备注,表数量,顺序,参数,参数json
1,Basic Commands,AT+NWPWROFF,Module Power Off Command,Execute,AT+NWPWROFF,<CR><LF>OK<CR><LF>,,"AT+NWPWROFF

OK","Module power off command. Before sending AT+NWPWROFF, the POWERKEY pin level of the module must be suspended or pulled high. After returning OK, if a reboot is needed, the POWERKEY pin level can be pulled low.
Command Format",Example 28,1,28,"- `<n>`: Power off option, in numeric form, with the following values:
0: Quick power off
1: Normal process power off
  - `Values are as follows`: 
  - `0`: Quick power off
  - `1`: Normal process power off","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
1,Basic Commands,AT+NWRFTEST,Module Strong Transmit and Receive Command (For Testing Only),Execute,AT+NWRFTEST,<CR><LF>OK<CR><LF>,,"AT+NWRFTEST

OK","Used to verify the module's strong transmit and receive capabilities in test mode, only testing the transmit power and receive power accuracy at the center frequency of each frequency band. Due to platform limitations, there are some errors in the accuracy of strong receive and transmit tests.
Strong transmit testing can only verify maximum transmit power of 23dB and 10dB, other values cannot be verified.
Command Format",Example 29,1,29,"- `<rftest_mode>`: 0: Exit strong transmit and receive test mode
1: Enter strong transmit and receive test mode
  - `0`: Exit strong transmit and receive test mode
  - `1`: Enter strong transmit and receive test mode

- `<rat>`: 1: LTE currently only supports testing with rat as LTE
  - `1`: LTE currently only supports testing with rat as LTE

- `<band>`: Frequency band indication
1: LTE band 1
2: LTE band 2
  - `1`: LTE band 1
  - `2`: LTE band 2

- `<bw>`: Bandwidth, platform limitation, currently only supports bw input as 0

- `<channel>`: Frequency point information (platform limitation, currently only supports the center frequency of each band, default value 0 indicates center frequency), center frequency information for each band is as follows:
LTE Band 1: Uplink frequency 18300   Downlink frequency 300
LTE Band 2: Uplink frequency 18900 Downlink frequency 900
LTE Band 3: Uplink frequency 19500 Downlink frequency 1575
LTE Band 4: Uplink frequency 20175 Downlink frequency 2175
LTE Band 5: Uplink frequency 20525 Downlink frequency 2525
LTE Band 6: Uplink frequency 20700 Downlink frequency 2700
LTE Band 7: Uplink frequency 21100 Downlink frequency 3100
LTE Band 8: Uplink frequency 12625 Downlink frequency 3625
LTE Band 20: Uplink frequency 24300 Downlink frequency 6300
LTE Band 28: Uplink frequency 27435 Downlink frequency 9435
LTE Band 34: Uplink frequency 36275 Downlink frequency 36275
LTE Band 38: Uplink frequency 38000 Downlink frequency 38000
LTE Band 39: Uplink frequency 38450 Downlink frequency 38450
LTE Band 40: Uplink frequency 39150 Downlink frequency 39150
LTE Band 41: Uplink frequency 40620 Downlink frequency 40620
LTE Band 66: Uplink frequency 59250 Downlink frequency 59350
  - `Default value 0`: indicates center frequency)
  - `Center frequency information for each band is as follows`: 
  - `LTE Band 1`: Uplink frequency 18300   Downlink frequency 300
  - `LTE Band 2`: Uplink frequency 18900 Downlink frequency 900
  - `LTE Band 3`: Uplink frequency 19500 Downlink frequency 1575
  - `LTE Band 4`: Uplink frequency 20175 Downlink frequency 2175
  - `LTE Band 5`: Uplink frequency 20525 Downlink frequency 2525
  - `LTE Band 6`: Uplink frequency 20700 Downlink frequency 2700
  - `LTE Band 7`: Uplink frequency 21100 Downlink frequency 3100
  - `LTE Band 8`: Uplink frequency 12625 Downlink frequency 3625
  - `LTE Band 20`: Uplink frequency 24300 Downlink frequency 6300
  - `LTE Band 28`: Uplink frequency 27435 Downlink frequency 9435
  - `LTE Band 34`: Uplink frequency 36275 Downlink frequency 36275
  - `LTE Band 38`: Uplink frequency 38000 Downlink frequency 38000
  - `LTE Band 39`: Uplink frequency 38450 Downlink frequency 38450
  - `LTE Band 40`: Uplink frequency 39150 Downlink frequency 39150
  - `LTE Band 41`: Uplink frequency 40620 Downlink frequency 40620
  - `LTE Band 66`: Uplink frequency 59250 Downlink frequency 59350

- `<chain_idx>`: Not applicable, directly fill in default value 0

- `<expected_rxagc>`: Expected receive power, as a negative value

- `<tx_enable>,`: Strong transmit test set to 1, strong receive test set to 0

- `<tx_power>`: Transmit power, platform limitation, currently only supports input of 23 and 10, representing maximum transmit power of 23dB and transmit power of 10dB respectively

- `<lte_start_rb>`: Not applicable, directly fill in default value 0

- `<lte_num_rb>`: Not applicable, directly fill in default value 0

- `<waveform>`: Not applicable, directly fill in default value 0","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
1,Basic Commands,AT+NSTGETRSSI,Get Receive Power of the Module in Strong Receive Mode (For Testing Only),Execute,AT+NSTGETRSSI,<CR><LF>OK<CR><LF>,,"AT+NSTGETRSSI

OK","Used to verify the module's receive power in test mode, strong receive test accuracy will have some errors.
Command Format",Example 30,1,30,- `<value>`: Receive power,"{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Command,AT+CSMS,Select SMS Service,Execute; Query; Test,AT+CSMS=<service><CR>;AT+CSMS?<CR>;AT+CSMS=?<CR>,"<CR><LF>+CSMS: <mt>,<mo>,<bm>
<CR><LF>OK<CR><LF>
Or
<CR><LF>ERROR<CR><LF>,<CR><LF>+CSMS: <service>,<mt>,<mo>,<bm>
<CR><LF>OK<CR><LF>,<CR><LF>+CSMS: (list of supported <service>s)
<CR><LF>OK<CR><LF>","<CR><LF>+CSMS: <mt>,<mo>,<bm>
<CR><LF>OK<CR><LF>
Or
<CR><LF>ERROR<CR><LF>,<CR><LF>+CSMS: <service>,<mt>,<mo>,<bm>
<CR><LF>OK<CR><LF>,<CR><LF>+CSMS: (list of supported <service>s)
<CR><LF>OK<CR><LF>","AT+CSMS=1

+CSMS: 1,1,1
OK
AT+CSMS=2

ERROR
AT+CSMS?

+CSMS: 1,1,1,1
OK
AT+CSMS=?

+CSMS: (0,1)
OK","Supported short messages include: sending (SMS-MO), receiving (SMS-MT), cell broadcast (SMS-CB).",Supports multiple short message service types,1,2,"{
""<service>"": {""__desc__"": ""SMS service mode selection"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""Downlink/Uplink/Broadcast support"",
""0"": ""Not supported"",
""1"": ""Supported""
}
}","{
""<service>"": {""__desc__"": ""SMS service mode selection"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""Downlink/Uplink/Broadcast support"",
""0"": ""Not supported"",
""1"": ""Supported""
}
}"
2,SMS Command,AT+CPMS,Preferred SMS Storage,Execute,AT+CPMS,<CR><LF>OK<CR><LF>,,"AT+CPMS

OK","For preferred SMS storage.
Command format",See example 32,1,32,"- `<mem1>
<mem2>
<mem3>
""SM""：
""ME""：
""MT""：`：Memory used for reading and deleting SMS, string type
Memory used for storing and sending SMS
If there is no route established to TE, the received SMS will be stored in this memory
SIM card SMS storage
ME SMS storage
SIM card and ME SMS storage
  - `Read and delete`: Memory used for SMS
  - `Store and send`: Memory used for SMS
  - `If there is no established`: route to TE
  - `then the received`: SMS will be stored in this memory
  - `SIM`: card and ME SMS storage
  - `ME`: SMS storage

- `<mem1>`: string type, e.g.: ""SM"", ""ME""
""SM"": SIM only
""ME"": ME only
  - `For example`: ""SM""
  - `""SM""`: SIM only
  - `""ME""`: ME only

- `<used>`: Number of used.

- `<total>`: Total capacity of the memory.","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Command,AT+CMGF,Set Short Message Mode,Execute,AT+CMGF,<CR><LF>OK<CR><LF>,,"AT+CMGF

OK","Set the input mode for SMS.
Command format",See example 33,1,33,"- `<mode>`: 0: PDU mode (default)
1: Text mode
  - `0`: PDU mode (default)
  - `1`: Text mode","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Command,AT+CSCS,Set TE Character Set,Execute,AT+CSCS,<CR><LF>OK<CR><LF>,,"AT+CSCS

OK","Set the format of the TE character set.
Command Format",Example 34,1,34,"- `<chset>`: ""GSM"": GSM default alphabet (GSM03.38.6.2.1)
""IRA"": International Reference Alphabet (ITU-T T.50)
""UCS2"": 16-bit universal multiple-octet coded character set (USO/IEC10646). UCS2 strings are converted into a hexadecimal number (0x0000～0xFFFF), only the strings in the corresponding statement are encoded in UCS2, while the rest of the commands and responses remain in IRA alphabet format.
""PCCP936"": Equivalent to GBK encoding format
""IRA"": International Reference Alphabet (ITU-T T.50)
""UTF-8"": A variable-length character encoding for Unicode
  - `""GSM""`: GSM default alphabet (GSM03.38.6.2.1)
  - `""IRA""`: International Reference Alphabet (ITU-T T.50)
  - `""UCS2""`: 16-bit universal multiple-octet coded character set (USO/IEC10646). UCS2 strings are converted into a hexadecimal number (0x0000～0xFFFF)
  - `""PCCP936""`: Equivalent to GBK encoding format
  - `""UTF-8""`: A variable-length character encoding for Unicode","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Command,AT+CNMI,Set SMS Indication Format,Execute,AT+CNMI,<CR><LF>OK<CR><LF>,,"AT+CNMI

OK","Set how the module notifies the user after receiving a short message from the network.
Command Format",Example 35,1,35,"- `<mode>`: Set the indication method sent to the user after receiving an SMS.
0: SMS indication codes are cached in the module; if the TA is full, codes can be stored elsewhere or the oldest code can be discarded and replaced with the latest received code.
1: When in On-line State, discard the saved SMS indication codes and reject new indication codes; otherwise, directly display the codes on the terminal device.
2: When the module is in On-line State, SMS indication codes are cached in the module; after the connection is released, the SMS indication codes are output through the serial port; in other states, directly display the codes on the terminal device.
3: When the module is in On-line State, SMS indication codes are transmitted along with other data, and the codes are displayed on the terminal device.
  - `0`: SMS indication codes are cached in the module
  - `1`: When in On-line State
  - `2`: When the module is in On-line State
  - `3`: When the module is in On-line State

- `<mt>`: Set the format of the new SMS indication code, default value is 0
0: Do not send new SMS indication codes to the terminal.
1: New SMS indication code format is +CMTI: ""MT"",<index>, SMS content is stored but not directly displayed.
2: New SMS indication code format is +CMT: <oa>,<scts>,<tooa>,<lang>,<encod>,<priority>
[,<cbn>],<length><CR><LF><CR><LF><data> (text mode), SMS content is directly displayed but not stored.
3: Use the active reporting code defined by <mt>=2 to directly send the SMS indication code to the terminal device; other modes have the same indication code as <mt>=1.
  - `0`: Do not send new SMS indication codes to the terminal.
  - `1`: New SMS indication code format is +CMTI: ""MT""
  - `2`: New SMS indication code format is +CMT: <oa>
  - `3`: Use the active reporting code defined by <mt>=2 to directly send the SMS indication code to the terminal device

- `<bm>`: Set the format of the new cell broadcast indication code, default value is 1.
0: Do not send new cell broadcast indication information; cell broadcast will not be stored.
2: New cell broadcast indication code format is +CBM: <oa>,[<alpha>,]<scts>[,<tooa>,<length>]
<CR><LF><data> (text mode), cell broadcast content is directly displayed but not stored.
  - `0`: Do not send new cell broadcast indication information
  - `2`: New cell broadcast indication code format is +CBM: <oa>

- `<ds>`: SMS sending status report, default value is 1.
0: No SMS sending status report
1: SMS sending status report code format is +CDS: <fo>,<mr>,[<ra>],[<tora>],<scts>,
<dt>,<st> (text mode)
  - `0`: No SMS sending status report
  - `1`: SMS sending status report code format is +CDS: <fo>

- `<bfr>`: Default value is 0.
0: When <mode> is set to 1 or 2, the codes defined by this command stored in the TA will be sent to the TE, and the module will return ""OK"" before sending the codes.
1: When <mode> is set to 1 or 2, the codes defined by this command stored in the TA will be cleared.
  - `Default value is`: 0.
  - `0`: When <mode> is set to 1 or 2
  - `1`: When <mode> is set to 1 or 2","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Command,AT+CMGR,Read Short Message,Execute,AT+CMGR,<CR><LF>OK<CR><LF>,,"AT+CMGR

OK","Read the short message in the current storage (must be set in advance using the AT+CPMS command).
If the status of the received SMS is unread, executing this command will change the SMS storage status to read.
Command Format",Example 36,1,36,"- `<index>`: The index number of the SMS in <mem1>, CMGR reads the SMS from <mem1>

- `<stat>`: TEXT mode
“REC UNREAD” received unread message
“REC READ” received read message
“STO UNSENT” stored unsent message
“STO SENT” stored sent message
PDU mode
0 received unread message
1 received read message
2 stored unsent message
3 stored sent message
  - `TEXT`: mode
  - `“REC`: READ” received read message
  - `“STO`: SENT” stored sent message
  - `PDU`: mode
  - `0`: received unread message
  - `1`: received read message
  - `2`: stored unsent message
  - `3`: stored sent message

- `<alpha>`: Represented as a character-type number.

- `<length>`: The number of octets of the given TP layer data unit (excluding the octets of the service center address).

- `<pdu>`: PDU data.","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Commands,AT+CMGL,Message List,Execute,AT+CMGL,<CR><LF>OK<CR><LF>,,"AT+CMGL

OK","Read a certain type of stored SMS, the messages will be read from the current storage selected by the +CPMS command.
Command Format",See Example 37,1,37,"- `<stat>`: String type or numeric type
When AT+CMGF=1 is set:
""REC UNREAD"": Received unread messages
""REC READ"": Received read messages
""STO UNSENT"": Stored unsent messages
""STO SENT"": Stored sent messages
""ALL"": All messages
When AT+CMGF=0 is set:
0: Received unread messages
1: Received read messages
2: Stored unsent messages
3: Stored sent messages
4: All messages
  - `When AT+CMGF=1 is set`: 
  - `""REC UNREAD""`: Received unread messages
  - `""REC READ""`: Received read messages
  - `""STO UNSENT""`: Stored unsent messages
  - `""STO SENT""`: Stored sent messages
  - `""ALL""`: All messages
  - `When AT+CMGF=0 is set`: 
  - `0`: Received unread messages
  - `1`: Received read messages
  - `2`: Stored unsent messages
  - `3`: Stored sent messages
  - `4`: All messages","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Commands,AT+CMGS,Send Short Message,Execute,AT+CMGS,<CR><LF>OK<CR><LF>,,"AT+CMGS

OK","Send a short message from the module to the network, after the short message is successfully sent, the network returns the reference value <mr> to the module.
Command Format",See Example 38,1,38,"- `<da>`: Destination number for SMS in text mode

- `<text>`: SMS content in text mode

- `<length>`: Byte length of SMS content in PDU mode

- `<mr>`: Storage location

- `<CR>`: Termination character

- `<Ctrl+Z>`: Indicates the end of the message body input, i.e., the symbol """" in the example

- `<ESC>`: Indicates abandonment of message body input

- `<scts>`: Service center timestamp

- `<ackpdu>`: GPP 23.040 RP-User-Data element of RP-ACK PDU
  - `GPP`: 23.040 RP-User-Data element of RP-ACK PDU","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Commands,AT+CMGW,Write Short Message,Execute,AT+CMGW,<CR><LF>OK<CR><LF>,,"AT+CMGW

OK","Write a short message to the storage, after successful storage, return the location information <index>.
Command Format",See Example 39,1,39,"- `<da>`: Destination number for SMS in text mode

- `<text>`: SMS content in text mode

- `<length>`: Byte length of SMS content in PDU mode

- `<index>`: Location information

- `<CR>`: Termination character

- `<Ctrl+Z>`: Indicates the end of the message body input, i.e., the symbol """" in the example

- `<ESC>`: Indicates abandonment of message body input","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Commands,AT+CMSS,Send Saved Short Message,Execute,AT+CMSS,<CR><LF>OK<CR><LF>,,"AT+CMSS

OK","Send the short message (SMS-SUBMIT) located at the position specified by <index> in the memory. After the short message is successfully sent, the network returns the reference value <mr> to the terminal.
Command Format",Example 40,1,40,"- `<index>`: SMS sequence number in the memory

- `<da>`: Destination number for SMS in text mode

- `<toda>`: type of address
  - `type`: of address

- `<mr>`: storage location

- `<scts>`: service center timestamp

- `<ackpdu>`: 3GPP 23.040 RP-User-Data element of RP-ACK PDU
  - `3GPP`: 23.040 RP-User-Data element of RP-ACK PDU","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Commands,AT+CMGD,Delete Short Message,Execute,AT+CMGD,<CR><LF>OK<CR><LF>,,"AT+CMGD

OK","Delete short messages from the current memory.
Command Format",Example 41,1,41,"- `<index>`: Record number of the stored short message

- `<delflag>`: Integer value
0: Delete the short message with the specified record number
1: Delete all read short messages
2: Delete all read and sent short messages
3: Delete all read, sent, and unsent short messages
4: Delete all short messages
  - `0`: Delete the short message with the specified record number
  - `1`: Delete all read short messages
  - `2`: Delete all read and sent short messages
  - `3`: Delete all read, sent, and unsent short messages
  - `4`: Delete all short messages","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Commands,AT+CSCA,SMS Center Number,Execute,AT+CSCA,<CR><LF>OK<CR><LF>,,"AT+CSCA

OK","Set the SMS center number. This command is not supported in CDMA mode.
Command Format",Example 42,1,42,"- `<sca>`: SMS center number, string type.

- `<tosca>`: SMS center number format. 129 indicates a normal number type, 145 indicates an international number type.","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Command,AT+CSMP,Set Text Mode Parameters,Execute,AT+CSMP,<CR><LF>OK<CR><LF>,,"AT+CSMP

OK","In text mode, select the required values for additional parameters, set the validity period starting from when the message is received from the SMSC, or define the absolute time that terminates the validity period.
Command Format",See Example 43,1,43,"- `<fo>`: <fo>: Depends on the command or result code: the first 8 bits of GSM 03.40 SMS-DELIVER;
SMS-SUBMIT (default value: 17); or use an integer type SMS-COMMAND (default value: 2)
  - `<fo>`: Depends on the command or result code: the first 8 bits of GSM 03.40 SMS-DELIVER
  - `SMS-SUBMIT (default value`: 17)
  - `or use an integer type SMS-COMMAND (default value`: 2)

- `<vp>`: —
  - `0-143`: (vp+1)*5mins, maximum 12 hours
  - `144-167`: 12 hours +((vp–143)*30mins), maximum 24 hours
  - `168-196`: (vp–166)*1day
  - `197-255`: (vp–192)*1week

- `<pid>`: Integer type TP-Protocol-Identifier (default value: 0)
  - `Integer type TP-Protocol-Identifier (default value`: 0)

- `<dcs>`: Integer type Cell Broadcast Data Coding Scheme (default value: 0)
  - `Integer type Cell Broadcast Data Coding Scheme (default value`: 0)","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
2,SMS Command,AT+CSDH,Display Text Mode Parameters,Execute,AT+CSDH,<CR><LF>OK<CR><LF>,,"AT+CSDH

OK","Set whether to display detailed header information in the result code in text mode. This command is valid in SMS text mode and requires sending AT+CMGF=1 to set to text mode.
Command Format",See Example 44,1,44,"- `<show>`: 0: Do not display (default value)
1: Display
  - `0`: Do not display (default value)
  - `1`: Display","{
""<service>"": {""__desc__"": ""短信服务模式选择"",
""0"": ""GSM03.40/GSM03.41 Phase 2"",
""1"": ""GSM03.40/GSM03.41 Phase 2+""
},
""<mt>,<mo>,<bm>"": {""__desc__"": ""下行/上行/广播支持"",
""0"": ""不支持"",
""1"": ""支持""
}
}"
